Customer Account Name,Workload Name,Opportunity Name,Expert Requests,Customer Sub Region,Customer Micro Region,Primary Workload Pillar,Workload Progress,Begin Migration Date,Production Date,Annual Gross Revenue (ARR USD)
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hefCEQAY/view"", ""Chazki"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf00000829NwOAI/view"", ""Chazki - Azure to GCP"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000KpCE1IAN/view"", ""CHAZKI CLOUD CONSOLIDATION (AWS+Azure) #INFRAMOD"")",,Corporate,MCO CORP CCA,Migrate Modernize and Build,4.3: Migrated/Implemented,2025-08-04,2025-10-27,"15,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hefCEQAY/view"", ""Chazki"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf00000829OBOAY/view"", ""AWS to GCP"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000KpCE1IAN/view"", ""CHAZKI CLOUD CONSOLIDATION (AWS+Azure) #INFRAMOD"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000HD27KAG/view"", ""ER-391193"")",Corporate,MCO CORP CCA,Migrate Modernize and Build,4.3: Migrated/Implemented,2025-04-01,2025-06-02,"12,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hYrRCQA0/view"", ""Grupo Ramos"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000006AAfyOAG/view"", ""SAP Azure"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Lie8yIAB/view"", ""Grupo Ramos SA/$1.7M TCV/3 YR"")","ER-392620, ER-444984, ER-375657, ER-382727, ER-402657",Corporate,MCO CORP CCA,Migrate Modernize and Build,4.2: Ramping / Deliver,2026-04-15,2026-08-15,"300,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hRPLjQAO/view"", ""Centro de Compensacion Automatizado S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000006MUJKOA4/view"", ""parter interconnect - PIT"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Kglv2IAB/view"", ""CCA - Partner inteconnect"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000LbtxKAC/view"", ""ER-353359"")",Corporate,MCO CORP SUR,Networking,4.3: Migrated/Implemented,2025-03-27,2025-03-30,"18,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001kvzPOQAY/view"", ""Grupo Unicomer"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009su01OAA/view"", ""Unicomer CDC for SQL Servers"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000KYYRmIAP/view"", ""Unicomer - Non Commit - CDC SQL Server OCI to GCP  #DBMod"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000kHvWKAU/view"", ""ER-371083"")",Corporate,MCO CORP CCA,Analytics,4.3: Migrated/Implemented,2025-08-25,2025-09-30,"50,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001htuQPQAY/view"", ""AD Retail S.A."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf0000082874OAA/view"", ""[AD RETAIL] - Integracion la polar proyecto DWH"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000J9PECIA3/view"", ""ABC - Commit 2024"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000H5AIKA0/view"", ""ER-350709"")",MCO,Chile,Analytics,4.3: Migrated/Implemented,2025-05-22,2026-01-19,"20,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hRudBQAS/view"", ""Tenpo SpA"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000006A8kDOAS/view"", ""Managed Database Tenpo"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000JBvL8IAL/view"", ""Tenpo Database Migration Azure SQL to Manage Database #LAM"")",,Corporate,MCO CORP SUR,Migrate and Modernize Databases,4.3: Migrated/Implemented,2025-02-20,2025-04-20,"240,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001kvzPOQAY/view"", ""Grupo Unicomer"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009ssKJOAY/view"", ""Unicomer - Segmentation Model"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000JNWwIIAX/view"", ""Unicomer - Commit - Renewal and Unification"")",,Corporate,MCO CORP CCA,Analytics,4.3: Migrated/Implemented,2025-08-05,2025-09-14,"55,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001kvzPOQAY/view"", ""Grupo Unicomer"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009ssKFOAY/view"", ""Demand Forecasting Model"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000JNWwIIAX/view"", ""Unicomer - Commit - Renewal and Unification"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Expert_Request__c/aAuKf000000kMVsKAM/view"", ""ER-391866"")",Corporate,MCO CORP CCA,Analytics,4.3: Migrated/Implemented,2025-07-28,2025-09-19,"25,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001h51HiQAI/view"", ""National Commercial Bank Jamaica Limited"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009ssEuOAI/view"", ""NCB - Lynk MS Azure to GCP"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000M3vRkIAJ/view"", ""NCB - Lynk Azure to GCP migration"")","ER-384584, ER-388772, ER-504119",Corporate,MCO CORP CCA,Migrate Modernize and Build,3:  Proposal / Negotiation,2026-08-10,2026-09-15,"150,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001vlWYZQA2/view"", ""Superdeporte Plus Perú S.A.C."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009ss5TOAQ/view"", ""Vencimiento CUDs"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000bdIY6QAM/view"", ""Marathon - ReCommit 2024 - 100K - 3Y"")",,Corporate,MX CORP,Analytics,4.3: Migrated/Implemented,2025-02-01,2025-02-02,"60,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hhjPzQAI/view"", ""Empresa Nacional de Telecomunicaciones Sociedad Anonima"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000006A8STOA0/view"", ""Gestion de tickets Entel"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000JMm95IAD/view"", ""[Entel S.A.] - AI/ML - GenAI gestion de tickets #MCO #OC_GENAI"")",,MCO,Chile,Customer Engagement,4.3: Migrated/Implemented,2025-01-29,2025-03-07,"36,000.00"
"=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Account/0014M00001hiqrTQAQ/view"", ""Intercorp Peru Ltd."")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Workload__c/aBJKf000009srT0OAI/view"", ""InRetail Exit Vtex - Migration to GCP"")","=HYPERLINK(""https://vector.lightning.force.com/lightning/r/Opportunity/006Kf00000Kh6fRIAR/view"", ""Unificación ecommerce InRetail"")",,MCO,EM (PE/EC),Migrate Modernize and Build,4.2: Ramping / Deliver,2026-07-31,2027-03-15,"200,000.00"
